UserID,Age,Gender,Location,Income,Debt,OwnsProperty,Profession,Demographics,Platform,TotalTimeSpent,NumberofSessions,VideoID,VideoCategory,VideoLength,Engagement,ImportanceScore,TimeSpentOnVideo,NumberofVideosWatched,ScrollRate,Frequency,ProductivityLoss,Satisfaction,WatchReason,DeviceType,OS,WatchTime,SelfControl,AddictionLevel,CurrentActivity,ConnectionType
3573,38,Male,Holy See (Vatican City State),99676,True,True,Accounting technician,TikTok,10,4,573,Gaming,23,7429,3,29,29,72,Morning,4,7,Entertainment,Smartphone,Windows,08:49:13,9,2,At school,Mobile Data
3574,61,Male,Ecuador,91001,True,False,"Nurse, children's",Facebook,113,11,574,Pranks,15,4872,1,19,45,47,Evening,3,1,Habit,Computer,Android,07:47:34,4,2,At home,Mobile Data
3575,51,Male,Philippines,91656,False,False,General practice doctor,YouTube,115,7,575,Pranks,7,9539,5,19,1,12,Night,2,2,Entertainment,Tablet,Android,19:14:52,6,1,At school,Mobile Data
3576,57,Female,Lithuania,58812,False,True,"Programmer, multimedia",YouTube,177,5,576,Life Hacks,20,397,1,4,27,16,Afternoon,3,9,Entertainment,Smartphone,Android,07:04:57,6,0,At school,Mobile Data
3577,32,Female,Palestinian Territory,24275,False,True,Company secretary,TikTok,86,0,577,Pranks,14,2124,2,11,6,56,Afternoon,6,3,Procrastination,Smartphone,Windows,17:04:23,2,1,At school,Mobile Data
3578,37,Male,South Africa,38417,False,True,Chief Strategy Officer,TikTok,57,0,578,Trends,3,7652,6,29,34,42,Afternoon,7,5,Habit,Tablet,iOS,19:19:10,7,5,At home,Mobile Data
3579,18,Female,Falkland Islands (Malvinas),61632,True,True,Learning mentor,Facebook,157,7,579,Gaming,10,7226,8,19,16,42,Night,6,7,Boredom,Tablet,Windows,12:15:05,6,3,At home,Mobile Data
3580,33,Female,Mali,72252,False,False,Best boy,Instagram,67,13,580,ASMR,19,9982,1,4,5,29,Morning,2,3,Habit,Computer,Android,18:24:58,6,2,At school,Wi-Fi
3581,18,Male,Aruba,30583,True,False,Theme park manager,YouTube,117,-4,581,Pranks,27,7114,7,23,13,1,Evening,2,3,Entertainment,Tablet,iOS,04:51:53,11,4,At school,Wi-Fi
3582,37,Male,Guam,46636,True,True,"Therapist, music",Instagram,225,12,582,Gaming,31,2860,4,21,27,59,Evening,6,3,Procrastination,Smartphone,MacOS,15:09:00,3,5,At home,Wi-Fi
3583,26,Female,Marshall Islands,31574,False,True,Environmental education officer,Facebook,227,6,583,Jokes/Memes,9,3387,5,16,22,32,Afternoon,4,5,Boredom,Smartphone,Windows,17:26:59,5,0,At school,Mobile Data
3584,31,Male,Switzerland,46616,False,True,Production engineer,Facebook,298,7,584,Comedy,11,1130,3,14,44,48,Afternoon,1,4,Habit,Smartphone,MacOS,12:47:52,5,2,At work,Mobile Data
3585,40,Female,Zambia,51507,False,False,Industrial buyer,Facebook,103,18,585,ASMR,14,3111,8,12,30,42,Night,6,3,Entertainment,Smartphone,Android,16:09:52,3,2,At home,Mobile Data
3586,36,Male,Uruguay,42348,True,True,Health visitor,YouTube,148,11,586,Life Hacks,15,15,0,17,17,26,Evening,6,5,Habit,Smartphone,Android,02:36:18,6,0,At home,Mobile Data
3587,40,Female,Malawi,76661,False,True,Cartographer,TikTok,251,7,587,Entertainment,4,1772,5,19,2,74,Evening,4,2,Entertainment,Smartphone,Android,08:15:52,5,3,At home,Mobile Data
3588,30,Male,Guinea,76292,False,False,Statistician,Instagram,62,15,588,Pranks,5,4518,0,7,12,50,Evening,6,4,Habit,Smartphone,Android,14:55:22,3,1,Commuting,Wi-Fi
3589,31,Female,Vanuatu,41596,False,False,Phytotherapist,Instagram,126,12,589,Trends,18,15,4,20,18,44,Night,7,6,Entertainment,Tablet,Android,00:15:27,8,1,At work,Mobile Data
3590,29,Male,Belize,62596,True,False,Charity fundraiser,TikTok,192,14,590,ASMR,16,3001,6,6,26,84,Evening,3,5,Entertainment,Computer,Android,05:16:46,7,0,At school,Mobile Data
3591,62,Female,Ghana,20138,False,False,Medical technical officer,Facebook,257,17,591,Trends,25,6850,5,28,22,39,Afternoon,2,7,Boredom,Tablet,Windows,13:17:29,9,3,At home,Wi-Fi
3592,18,Male,Azerbaijan,54221,False,True,"Psychologist, clinical",TikTok,132,12,592,Vlogs,5,5567,6,1,40,74,Afternoon,6,2,Procrastination,Smartphone,iOS,12:06:48,4,2,At work,Mobile Data
3593,47,Other,Niger,20138,False,True,Barrister's clerk,Facebook,169,19,593,Pranks,8,3822,6,19,11,4,Night,5,1,Boredom,Computer,iOS,07:57:20,4,0,At home,Mobile Data
3594,51,Female,France,20138,True,False,Clinical cytogeneticist,TikTok,80,15,594,Entertainment,26,6344,8,14,34,39,Night,8,3,Entertainment,Smartphone,Android,19:22:15,5,1,At home,Mobile Data
3595,48,Male,Netherlands,99676,True,True,"Programme researcher, broadcasting/film/video",TikTok,98,7,595,Life Hacks,7,7287,5,12,28,15,Afternoon,5,6,Boredom,Smartphone,Android,15:46:48,9,3,At home,Mobile Data
3596,37,Male,Egypt,50407,False,True,"Scientist, marine",Instagram,98,1,596,Life Hacks,29,3880,4,16,26,86,Night,6,6,Procrastination,Smartphone,Android,02:17:20,5,2,At work,Mobile Data
3597,21,Other,Marshall Islands,58966,True,False,"Accountant, chartered public finance",TikTok,56,12,597,Gaming,21,9161,5,23,25,72,Afternoon,3,4,Boredom,Smartphone,Android,21:06:22,7,2,At work,Mobile Data
3598,30,Female,Tajikistan,49581,True,False,Psychotherapist,YouTube,93,1,598,Entertainment,9,9295,5,11,43,53,Afternoon,6,4,Boredom,Tablet,MacOS,23:46:40,7,0,At work,Wi-Fi
3599,58,Female,Luxembourg,47636,False,False,Insurance account manager,Instagram,51,19,599,Entertainment,-2,7049,4,11,10,78,Evening,5,3,Procrastination,Tablet,MacOS,21:46:33,3,4,At home,Mobile Data
3600,52,Female,Lebanon,20138,True,True,Textile designer,Facebook,173,6,600,Gaming,19,7296,0,22,6,38,Evening,8,5,Boredom,Computer,Windows,10:10:53,5,0,At home,Mobile Data
3601,40,Female,Trinidad and Tobago,72676,False,False,"Psychologist, prison and probation services",Instagram,150,12,601,Pranks,15,4868,1,18,1,87,Morning,7,6,Procrastination,Smartphone,Windows,13:48:53,7,4,At school,Mobile Data
3602,34,Male,Anguilla,96396,True,False,"Surveyor, building",Facebook,135,21,602,Jokes/Memes,16,5398,6,2,32,26,Night,4,3,Habit,Smartphone,iOS,16:43:31,3,2,At home,Mobile Data
3603,39,Male,Liechtenstein,69447,True,True,Financial planner,YouTube,61,9,603,Life Hacks,10,835,9,9,19,73,Evening,4,4,Boredom,Smartphone,Android,17:33:44,12,4,At home,Mobile Data
3604,32,Male,Timor-Leste,57943,False,False,"Therapist, art",Facebook,209,15,604,Entertainment,24,4970,5,18,12,17,Evening,4,1,Entertainment,Smartphone,MacOS,16:56:45,8,2,At home,Wi-Fi
3605,55,Male,Namibia,20138,False,True,"Scientist, forensic",Instagram,65,17,605,Vlogs,22,9105,8,6,32,1,Afternoon,3,5,Habit,Smartphone,Android,23:21:49,9,0,At home,Wi-Fi
3606,33,Male,Bhutan,42959,False,True,Psychotherapist,Instagram,99,12,606,Jokes/Memes,7,1422,1,26,31,85,Evening,7,4,Boredom,Tablet,Android,06:37:01,6,7,At home,Mobile Data
3607,24,Other,Italy,72416,False,True,"Psychologist, sport and exercise",Facebook,103,13,607,Pranks,18,8261,6,19,25,28,Night,1,2,Boredom,Tablet,iOS,15:49:32,11,1,At home,Mobile Data
3608,65,Other,Australia,79377,False,True,Air broker,Instagram,298,2,608,Entertainment,9,6690,4,17,45,48,Afternoon,5,5,Entertainment,Smartphone,Android,12:24:16,4,0,At home,Mobile Data
3609,47,Female,Vanuatu,20138,True,True,Operations geologist,Instagram,135,17,609,Trends,12,3787,10,1,4,67,Night,8,7,Habit,Tablet,Windows,08:08:19,6,6,At work,Mobile Data
3610,41,Female,Congo,84130,False,False,Brewing technologist,YouTube,211,15,610,Gaming,16,9982,3,17,36,33,Evening,4,9,Boredom,Smartphone,Windows,07:24:45,8,3,At home,Mobile Data
3611,33,Male,Christmas Island,78481,True,False,Pathologist,TikTok,298,12,611,Gaming,6,4321,0,9,37,54,Evening,4,5,Entertainment,Smartphone,iOS,12:43:43,1,0,At school,Mobile Data
3612,60,Female,Serbia,61433,False,True,Museum/gallery exhibitions officer,Facebook,91,24,612,Vlogs,28,5678,7,10,34,12,Night,6,6,Boredom,Computer,MacOS,20:47:33,6,1,At home,Mobile Data
3613,37,Male,Kuwait,90044,True,True,Dietitian,TikTok,153,7,613,Trends,8,6559,5,14,17,39,Night,3,6,Habit,Smartphone,Windows,17:32:07,6,5,Commuting,Mobile Data
3614,18,Male,Ireland,98565,True,True,IT consultant,TikTok,10,13,614,Vlogs,2,6563,4,15,26,45,Morning,6,2,Entertainment,Tablet,Android,19:10:09,4,3,At school,Mobile Data
3615,57,Male,Jersey,33036,False,False,Economist,TikTok,148,5,615,Life Hacks,31,9982,4,24,15,20,Evening,5,4,Entertainment,Smartphone,Android,01:48:37,7,2,At home,Mobile Data
3616,41,Male,Ghana,20480,True,False,"Psychologist, forensic",Facebook,298,4,616,Trends,18,8076,7,3,23,59,Afternoon,7,2,Boredom,Tablet,Android,20:11:40,7,5,At home,Mobile Data
3617,51,Male,India,71107,False,True,"Presenter, broadcasting",TikTok,44,9,617,Life Hacks,20,2577,8,15,16,53,Afternoon,6,5,Boredom,Tablet,Android,07:33:39,4,3,At home,Mobile Data
3618,26,Male,Myanmar,57456,True,False,Agricultural engineer,Facebook,186,9,618,Jokes/Memes,5,3783,5,13,1,1,Night,5,5,Boredom,Smartphone,Android,18:46:27,6,3,At home,Mobile Data
3619,45,Other,Faroe Islands,73599,False,True,Equities trader,Instagram,10,15,619,Entertainment,12,4742,4,19,47,57,Evening,7,3,Habit,Smartphone,iOS,17:35:44,5,0,At home,Mobile Data
3620,38,Male,Macao,58722,False,False,Chief Executive Officer,Facebook,163,8,620,Jokes/Memes,22,15,4,2,1,57,Night,3,3,Entertainment,Tablet,Android,12:02:01,8,0,At work,Wi-Fi
3621,42,Other,Egypt,53494,False,False,Public relations account executive,Facebook,125,19,621,Gaming,12,5948,2,26,45,53,Night,5,3,Boredom,Tablet,iOS,05:56:07,7,5,At home,Wi-Fi
3622,27,Male,Albania,78942,True,True,Counselling psychologist,YouTube,75,6,622,Trends,15,7363,3,8,21,32,Afternoon,9,6,Boredom,Smartphone,iOS,15:48:07,10,5,At home,Mobile Data
3623,46,Female,Cyprus,64904,False,True,Archaeologist,TikTok,160,10,623,Gaming,20,4201,5,20,12,16,Evening,3,8,Habit,Smartphone,iOS,04:10:05,5,2,At work,Wi-Fi
3624,21,Male,Philippines,91954,False,True,Police officer,YouTube,240,2,624,Pranks,12,6888,9,6,25,43,Afternoon,3,4,Entertainment,Smartphone,MacOS,15:40:23,7,2,At work,Mobile Data
3625,44,Female,Niger,99676,False,False,Patent examiner,YouTube,272,11,625,Jokes/Memes,15,7517,4,18,20,42,Evening,6,4,Habit,Smartphone,Android,00:35:51,5,5,At school,Wi-Fi
3626,51,Male,Cote d'Ivoire,57486,True,True,Licensed conveyancer,TikTok,161,13,626,Gaming,18,291,5,29,1,32,Evening,5,4,Habit,Smartphone,Android,13:39:30,4,3,At work,Wi-Fi
3627,40,Other,Zambia,50004,False,False,Ambulance person,TikTok,10,10,627,Life Hacks,18,2684,7,2,14,60,Evening,3,3,Procrastination,Smartphone,iOS,10:54:44,6,1,At school,Mobile Data
3628,46,Male,Saint Barthelemy,99676,True,False,Lobbyist,YouTube,88,12,628,Trends,21,8911,5,1,4,41,Night,7,5,Habit,Smartphone,MacOS,06:37:12,6,4,At work,Mobile Data
3629,18,Female,Kuwait,44479,False,False,Radiation protection practitioner,YouTube,224,13,629,Gaming,7,3941,3,1,8,4,Afternoon,5,4,Procrastination,Smartphone,iOS,21:37:28,4,1,At home,Wi-Fi
3630,34,Other,Nicaragua,80444,False,False,Barista,Facebook,211,-3,630,ASMR,21,7022,0,21,14,30,Night,3,3,Boredom,Smartphone,iOS,09:19:19,3,0,At school,Wi-Fi
3631,32,Male,Mauritius,64437,False,False,Farm manager,YouTube,139,13,631,Jokes/Memes,14,15,5,12,12,38,Evening,1,6,Habit,Smartphone,iOS,11:02:32,6,4,At home,Mobile Data
3632,18,Other,Turkmenistan,36012,True,False,Clinical psychologist,TikTok,109,14,632,Life Hacks,10,9982,5,19,35,99,Evening,5,6,Boredom,Tablet,Android,02:11:01,5,0,At work,Mobile Data
3633,61,Female,Austria,85123,False,False,Medical technical officer,YouTube,42,20,633,Entertainment,18,2294,6,19,32,48,Morning,8,5,Procrastination,Computer,MacOS,08:47:32,8,2,At work,Wi-Fi
3634,55,Female,Azerbaijan,20138,True,True,"Surveyor, land/geomatics",TikTok,165,7,634,Pranks,19,95,2,13,3,1,Evening,2,3,Procrastination,Smartphone,MacOS,05:29:57,7,7,Commuting,Wi-Fi
3635,39,Male,Lithuania,71261,False,True,"Doctor, hospital",TikTok,286,16,635,Jokes/Memes,7,8502,3,17,35,43,Afternoon,7,3,Habit,Computer,Android,09:28:55,7,6,At home,Mobile Data
3636,32,Male,Cote d'Ivoire,20138,False,True,Systems developer,YouTube,175,7,636,Jokes/Memes,15,3246,7,27,42,33,Morning,3,2,Procrastination,Tablet,iOS,03:19:46,8,5,At work,Mobile Data
3637,47,Female,Poland,65274,True,True,"Lecturer, higher education",TikTok,10,8,637,Comedy,17,9982,5,29,1,47,Morning,6,0,Habit,Computer,iOS,02:23:12,7,4,At home,Mobile Data
3638,59,Male,Anguilla,60157,False,False,"Secretary, company",YouTube,80,8,638,Jokes/Memes,16,5423,3,20,9,28,Evening,3,5,Procrastination,Smartphone,MacOS,10:19:17,4,3,Commuting,Mobile Data
3639,59,Female,Switzerland,57550,False,False,Marine scientist,YouTube,118,14,639,Entertainment,23,3708,6,29,41,52,Afternoon,0,1,Boredom,Smartphone,iOS,13:33:40,4,3,At home,Mobile Data
3640,43,Male,Samoa,78173,False,False,Art therapist,Instagram,101,8,640,Entertainment,26,1229,3,29,48,87,Afternoon,2,3,Boredom,Computer,MacOS,03:14:26,9,2,At work,Mobile Data
3641,38,Other,Egypt,51943,False,False,Local government officer,TikTok,217,11,641,Entertainment,21,7550,2,23,22,38,Night,5,6,Boredom,Tablet,Android,18:13:39,7,2,At school,Wi-Fi
3642,32,Other,Sao Tome and Principe,45074,False,False,Regulatory affairs officer,YouTube,177,21,642,ASMR,17,7733,9,19,34,1,Afternoon,3,5,Entertainment,Smartphone,Windows,00:39:54,4,7,At work,Mobile Data
3643,25,Male,Ukraine,74875,False,False,Operational investment banker,YouTube,248,18,643,Entertainment,13,3942,6,16,46,62,Evening,6,5,Entertainment,Computer,iOS,14:41:08,4,7,Commuting,Mobile Data
3644,48,Female,Afghanistan,56072,False,False,"Engineer, broadcasting (operations)",TikTok,21,19,644,Jokes/Memes,27,9982,0,21,25,37,Afternoon,3,4,Boredom,Smartphone,iOS,19:51:45,7,4,At school,Mobile Data
3645,41,Female,Comoros,96567,True,False,"Horticulturist, amenity",Facebook,133,12,645,Life Hacks,15,3200,1,2,14,82,Afternoon,3,6,Procrastination,Smartphone,Android,11:39:17,4,1,At school,Wi-Fi
3646,20,Male,Czech Republic,80511,True,True,"Surveyor, building",TikTok,90,14,646,Life Hacks,11,8203,5,14,26,52,Night,6,3,Boredom,Smartphone,Windows,06:01:31,7,5,Commuting,Mobile Data
3647,36,Other,Western Sahara,63186,True,False,Optometrist,Instagram,298,-1,647,Trends,12,4573,0,9,22,63,Evening,7,2,Entertainment,Smartphone,Android,19:23:08,9,0,At school,Wi-Fi
3648,53,Male,Cyprus,74967,False,True,Personnel officer,TikTok,65,3,648,Life Hacks,12,2611,2,20,24,60,Afternoon,4,5,Entertainment,Smartphone,Android,05:29:05,9,1,At school,Mobile Data
3649,35,Female,Korea,72923,False,True,Tree surgeon,Facebook,89,8,649,Trends,12,15,1,13,11,53,Night,3,6,Habit,Smartphone,iOS,00:22:03,9,5,At home,Mobile Data
3650,36,Male,Czech Republic,45920,True,True,Advertising account executive,Instagram,202,7,650,Entertainment,11,4268,3,23,5,20,Morning,6,2,Entertainment,Smartphone,Android,20:26:15,7,4,At school,Wi-Fi
3651,54,Male,Marshall Islands,90124,True,True,"Engineer, manufacturing systems",Facebook,185,8,651,Pranks,20,7818,7,14,16,1,Night,6,2,Boredom,Tablet,Android,06:37:55,7,3,At home,Mobile Data
3652,49,Male,Togo,83389,True,True,Chemical engineer,Instagram,69,4,652,Trends,0,1303,10,14,26,46,Evening,3,2,Procrastination,Tablet,MacOS,20:14:11,9,1,At home,Mobile Data
3653,47,Other,El Salvador,43619,True,True,Sales promotion account executive,TikTok,180,14,653,Life Hacks,14,6190,1,6,8,40,Evening,7,4,Entertainment,Tablet,Android,22:29:37,5,2,Commuting,Mobile Data
3654,41,Male,Japan,20138,True,True,Holiday representative,YouTube,162,12,654,Gaming,18,3994,0,1,36,99,Night,5,5,Boredom,Tablet,iOS,12:49:59,4,1,At home,Wi-Fi
3655,24,Female,Ukraine,76585,False,False,Passenger transport manager,YouTube,196,18,655,Jokes/Memes,8,4867,6,20,49,12,Night,6,3,Entertainment,Tablet,Windows,01:48:15,7,2,At work,Wi-Fi
3656,35,Other,Thailand,47623,True,False,Lobbyist,Instagram,10,11,656,Entertainment,15,3648,9,3,1,99,Night,1,4,Entertainment,Tablet,Android,10:41:06,6,0,Commuting,Wi-Fi
3657,27,Female,Aruba,47099,False,True,Arboriculturist,TikTok,47,14,657,Trends,5,2703,4,11,32,17,Evening,6,4,Entertainment,Smartphone,Android,18:35:27,10,0,At home,Mobile Data
3658,58,Male,Mauritius,77375,True,False,International aid/development worker,Instagram,135,2,658,Jokes/Memes,13,6546,8,16,49,47,Evening,4,3,Boredom,Computer,Android,14:09:12,7,3,At work,Mobile Data
3659,63,Male,Wallis and Futuna,48095,False,True,Film/video editor,Instagram,163,7,659,Life Hacks,8,5768,2,19,32,73,Evening,7,4,Boredom,Tablet,Android,02:39:51,7,2,At home,Mobile Data
3660,43,Male,Bahrain,59545,True,False,"Horticulturist, commercial",Facebook,259,20,660,ASMR,16,8070,4,3,26,60,Evening,4,3,Habit,Smartphone,Windows,18:18:35,4,0,At school,Mobile Data
3661,46,Male,Brunei Darussalam,64362,False,True,"Embryologist, clinical",Facebook,157,14,661,Life Hacks,7,9982,4,21,25,65,Morning,6,2,Habit,Computer,Android,06:34:17,9,2,At work,Wi-Fi
3662,25,Male,Falkland Islands (Malvinas),63959,True,True,"Runner, broadcasting/film/video",TikTok,235,13,662,Vlogs,13,3010,8,14,17,1,Night,6,4,Habit,Smartphone,iOS,08:19:46,6,1,At home,Mobile Data
3663,43,Male,Panama,20138,False,True,"Programmer, systems",TikTok,56,16,663,Trends,4,2817,5,16,25,29,Evening,4,2,Procrastination,Smartphone,Windows,09:10:06,8,3,At home,Mobile Data
3664,36,Female,Grenada,76071,True,True,"Engineer, broadcasting (operations)",Facebook,220,5,664,Pranks,23,5531,0,18,40,89,Night,5,4,Habit,Smartphone,Android,23:25:40,6,5,At school,Wi-Fi
3665,27,Other,Korea,49778,True,True,Food technologist,TikTok,98,10,665,Gaming,17,4936,7,10,10,63,Evening,8,7,Boredom,Tablet,Android,13:21:03,5,4,At school,Mobile Data
3666,45,Male,Bahamas,99676,False,True,Occupational hygienist,Instagram,125,2,666,Life Hacks,5,6615,3,23,20,38,Night,8,6,Boredom,Tablet,Android,15:58:26,4,2,At home,Wi-Fi
3667,36,Female,Bhutan,40586,True,True,Astronomer,TikTok,245,10,667,Trends,12,1463,4,20,37,84,Night,4,3,Boredom,Smartphone,Android,16:48:11,9,2,At work,Wi-Fi
3668,48,Other,Russian Federation,79791,True,True,Television production assistant,Facebook,209,13,668,Trends,20,2016,9,14,11,50,Evening,8,2,Habit,Tablet,Windows,16:35:29,5,4,At home,Mobile Data
3669,55,Other,Paraguay,78129,False,True,"Designer, jewellery",YouTube,84,21,669,Entertainment,0,5413,3,1,25,66,Night,3,6,Habit,Smartphone,Android,17:17:11,7,2,At home,Mobile Data
3670,41,Female,Fiji,62619,False,False,Education administrator,TikTok,240,8,670,Trends,13,2931,2,6,29,35,Morning,1,1,Habit,Tablet,Android,19:47:29,6,3,At work,Mobile Data
3671,41,Male,Indonesia,40500,False,False,Pharmacologist,Instagram,143,4,671,ASMR,23,3056,6,7,2,1,Afternoon,5,4,Procrastination,Tablet,Windows,04:41:47,7,4,At work,Wi-Fi
3672,44,Other,Svalbard & Jan Mayen Islands,40013,False,False,Drilling engineer,TikTok,135,7,672,Pranks,9,3624,3,29,14,17,Afternoon,7,4,Boredom,Tablet,Android,13:47:52,6,2,At school,Wi-Fi
3673,44,Other,Bosnia and Herzegovina,90290,True,False,"Solicitor, Scotland",TikTok,136,12,673,Vlogs,7,4843,5,14,46,37,Morning,1,3,Habit,Smartphone,Windows,03:40:20,6,4,At school,Wi-Fi
3674,29,Male,Taiwan,79573,False,True,Arts administrator,TikTok,256,20,674,Comedy,31,15,7,10,31,99,Evening,4,1,Entertainment,Smartphone,Windows,04:27:56,6,4,At home,Mobile Data
3675,22,Other,Qatar,29441,False,False,Chief Strategy Officer,Facebook,10,15,675,Comedy,7,8860,2,18,15,63,Night,8,6,Procrastination,Computer,MacOS,22:33:00,5,3,At home,Wi-Fi
3676,30,Other,Anguilla,38388,False,True,"Teacher, adult education",TikTok,79,11,676,Entertainment,17,6532,8,15,26,79,Night,6,8,Entertainment,Tablet,Android,04:33:58,5,4,At school,Mobile Data
3677,38,Female,Qatar,88323,True,False,Location manager,YouTube,163,4,677,Vlogs,14,2933,7,23,26,70,Afternoon,5,5,Habit,Smartphone,Android,04:33:52,9,2,At school,Wi-Fi
3678,57,Male,United States of America,80170,True,True,Network engineer,TikTok,294,20,678,Life Hacks,15,6740,3,11,21,64,Evening,5,2,Habit,Smartphone,MacOS,20:17:37,3,1,Commuting,Mobile Data
3679,42,Male,Paraguay,20138,True,True,"Pilot, airline",Facebook,168,10,679,Jokes/Memes,15,7374,7,24,47,14,Evening,6,6,Entertainment,Computer,MacOS,00:02:08,7,3,At work,Mobile Data
3680,35,Male,Czech Republic,70489,True,False,"Teacher, special educational needs",Instagram,173,6,680,Gaming,15,2300,1,25,1,59,Evening,7,4,Entertainment,Smartphone,Windows,13:54:49,9,0,At home,Mobile Data
3681,29,Male,Greenland,60281,False,False,Chartered loss adjuster,YouTube,187,14,681,Jokes/Memes,21,5777,3,15,18,38,Morning,4,8,Habit,Smartphone,iOS,16:31:18,9,1,Commuting,Wi-Fi
3682,43,Male,Liberia,71056,False,False,Web designer,Facebook,181,4,682,ASMR,10,761,6,6,19,10,Afternoon,4,8,Entertainment,Smartphone,iOS,03:02:32,9,0,At school,Mobile Data
3683,35,Other,Guadeloupe,99676,False,False,Brewing technologist,YouTube,264,13,683,Jokes/Memes,8,8280,6,6,37,61,Afternoon,3,5,Boredom,Smartphone,MacOS,22:14:39,6,0,At school,Mobile Data
3684,65,Female,Barbados,29237,False,True,Ecologist,TikTok,13,2,684,Jokes/Memes,12,3261,9,13,21,13,Afternoon,4,8,Entertainment,Smartphone,Android,13:35:07,7,4,At school,Mobile Data
3685,36,Male,Fiji,49590,True,True,"Engineer, materials",Facebook,137,6,685,Vlogs,8,6991,3,5,32,60,Evening,3,5,Boredom,Smartphone,Windows,23:42:38,3,5,At home,Mobile Data
3686,41,Female,Guam,59515,True,True,Social worker,YouTube,112,8,686,Life Hacks,20,5264,4,20,18,64,Evening,6,3,Habit,Smartphone,Windows,08:25:40,9,3,Commuting,Mobile Data
3687,63,Male,Czech Republic,59067,True,False,"Scientist, research (physical sciences)",Instagram,270,8,687,Jokes/Memes,17,2284,5,7,18,66,Evening,3,5,Boredom,Smartphone,Android,16:54:18,9,5,At school,Mobile Data
3688,21,Female,Palestinian Territory,62148,False,False,"Therapist, music",TikTok,193,12,688,Gaming,28,6748,5,6,26,56,Afternoon,6,7,Habit,Smartphone,iOS,13:48:05,4,0,At work,Mobile Data
3689,27,Male,Mauritania,68657,True,False,Psychiatrist,TikTok,173,5,689,Vlogs,28,6524,5,6,33,19,Evening,7,4,Entertainment,Tablet,iOS,11:09:33,7,0,At home,Mobile Data
3690,40,Female,Congo,69194,False,False,Astronomer,TikTok,277,11,690,Gaming,1,1072,7,29,29,1,Afternoon,3,2,Procrastination,Smartphone,MacOS,13:32:38,9,7,At work,Wi-Fi
3691,65,Male,Serbia,73483,False,True,"Engineer, agricultural",Facebook,199,15,691,Life Hacks,31,8700,7,20,1,65,Night,7,5,Boredom,Smartphone,Android,18:40:34,9,3,At home,Mobile Data
3692,20,Female,Taiwan,41696,False,True,Medical laboratory scientific officer,Instagram,21,8,692,Pranks,29,8083,4,19,4,61,Evening,5,10,Boredom,Tablet,Windows,17:17:12,2,0,At work,Mobile Data
3693,42,Female,Spain,62335,True,True,Chiropractor,Instagram,154,9,693,Gaming,11,2196,5,11,17,68,Morning,1,0,Entertainment,Tablet,Android,18:20:15,3,5,At school,Mobile Data
3694,56,Other,Holy See (Vatican City State),70074,False,True,"Radiographer, diagnostic",Facebook,140,3,694,Trends,-14,5936,3,4,49,54,Night,6,4,Procrastination,Smartphone,iOS,03:55:29,12,1,At home,Mobile Data
3695,65,Male,Iran,99676,False,False,Radio broadcast assistant,YouTube,10,16,695,Vlogs,22,6355,4,28,12,13,Afternoon,5,2,Boredom,Tablet,Windows,10:04:06,7,1,At home,Mobile Data
3696,47,Other,Niger,87955,False,False,Oceanographer,TikTok,298,9,696,Life Hacks,10,5580,3,10,26,36,Night,5,2,Entertainment,Smartphone,iOS,12:52:37,4,5,At school,Mobile Data
3697,52,Female,Swaziland,56432,True,False,"Accountant, chartered certified",Facebook,109,6,697,Life Hacks,-5,7965,2,8,38,99,Evening,3,5,Boredom,Tablet,iOS,08:14:25,12,3,Commuting,Mobile Data
3698,29,Male,Gibraltar,49603,True,True,Environmental education officer,Instagram,10,16,698,Vlogs,12,3524,4,10,19,77,Night,4,6,Entertainment,Smartphone,MacOS,20:26:55,7,7,At home,Mobile Data
3699,31,Female,El Salvador,66707,True,True,"Exhibitions officer, museum/gallery",TikTok,77,5,699,Jokes/Memes,10,4198,2,10,16,57,Evening,7,5,Boredom,Tablet,Android,20:37:24,5,1,At school,Mobile Data
3700,28,Male,Azerbaijan,99676,False,True,Community development worker,TikTok,150,7,700,Life Hacks,2,6674,7,4,8,47,Night,5,4,Boredom,Smartphone,iOS,10:30:55,6,5,Commuting,Wi-Fi
3701,18,Other,Tanzania,54906,True,True,"Designer, furniture",Instagram,181,5,701,Life Hacks,18,1391,2,7,25,60,Afternoon,3,4,Habit,Smartphone,Android,12:32:56,11,3,At home,Mobile Data
3702,45,Other,Kenya,84048,True,False,"Nurse, mental health",TikTok,130,8,702,Vlogs,27,7016,2,20,32,34,Evening,4,5,Boredom,Smartphone,MacOS,10:51:16,9,1,At home,Mobile Data
3703,45,Male,Austria,61378,True,True,Risk manager,YouTube,100,14,703,Jokes/Memes,10,1819,2,26,28,54,Evening,0,4,Habit,Tablet,Android,11:14:48,6,0,At home,Mobile Data
3704,54,Female,Ukraine,99676,True,True,Patent attorney,Facebook,222,6,704,Comedy,26,8580,8,8,10,4,Afternoon,7,9,Boredom,Smartphone,Android,00:41:31,3,1,At work,Wi-Fi
3705,18,Male,Tajikistan,69759,True,False,"Therapist, nutritional",YouTube,71,10,705,ASMR,9,789,0,5,23,56,Afternoon,7,1,Boredom,Smartphone,Android,17:43:50,4,0,At school,Mobile Data
3706,43,Female,Benin,50981,False,False,Fish farm manager,YouTube,63,8,706,Trends,11,6484,7,9,33,93,Morning,2,4,Boredom,Smartphone,iOS,06:53:12,7,3,At work,Wi-Fi
